T_2472 T_0000088794 F - - - - bonafide bonafide -
T_3782 T_0000044796 F - - - - bonafide bonafide -
T_3373 T_0000182032 F - - - - bonafide bonafide -
T_5455 T_0000116449 M - - - - bonafide bonafide -
T_3189 T_0000152744 F - - - AC2 A01 spoof -
T_1800 T_0000134034 F - - - AC2 A03 spoof -
T_4996 T_0000039853 F - - - - bonafide bonafide -
T_0213 T_0000116141 F - - - AC2 A04 spoof -
T_3910 T_0000070061 M - - - AC2 A01 spoof -
T_1128 T_0000012722 M - - - AC3 A02 spoof -
T_1766 T_0000150653 F - - - AC3 A06 spoof -
T_1726 T_0000078577 F - - - AC2 A08 spoof -
T_3725 T_0000089562 F - - - AC3 A01 spoof -
T_3758 T_0000159305 M - - - - bonafide bonafide -
T_3996 T_0000026850 F - - - - bonafide bonafide -
T_5451 T_0000032778 F - - - AC2 A01 spoof -
T_1428 T_0000022716 F - - - AC2 A04 spoof -
T_3912 T_0000056317 F - - - AC2 A03 spoof -
T_1645 T_0000166703 F - - - AC2 A05 spoof -
T_2326 T_0000049045 F - - - AC2 A05 spoof -
T_1902 T_0000177069 M - - - AC2 A06 spoof -
T_2131 T_0000020815 F - - - - bonafide bonafide -
T_1077 T_0000054895 M - - - - bonafide bonafide -
T_0291 T_0000068489 M - - - - bonafide bonafide -
T_2449 T_0000023151 M - - - - bonafide bonafide -
T_2351 T_0000125788 M - - - - bonafide bonafide -
T_0524 T_0000109163 M - - - AC3 A07 spoof -
T_0554 T_0000000510 M - - - AC2 A07 spoof -
T_4184 T_0000069689 F - - - - bonafide bonafide -
T_1783 T_0000083548 F - - - - bonafide bonafide -
T_1902 T_0000056772 M - - - - bonafide bonafide -
T_5389 T_0000146321 F - - - AC2 A07 spoof -
T_3936 T_0000052843 F - - - - bonafide bonafide -
T_4059 T_0000118501 M - - - - bonafide bonafide -
T_0730 T_0000042259 M - - - - bonafide bonafide -
T_1428 T_0000131008 F - - - - bonafide bonafide -
T_1433 T_0000154483 M - - - - bonafide bonafide -
T_3603 T_0000019963 M - - - AC3 A06 spoof -
T_0313 T_0000093012 M - - - AC3 A02 spoof -
T_0975 T_0000008561 M - - - - bonafide bonafide -
T_2326 T_0000074379 F - - - - bonafide bonafide -
T_3688 T_0000031127 M - - - AC3 A05 spoof -
T_3392 T_0000005630 F - - - AC2 A02 spoof -
T_4787 T_0000117485 F - - - - bonafide bonafide -
T_2710 T_0000010604 F - - - AC2 A02 spoof -
T_3758 T_0000154143 M - - - - bonafide bonafide -
T_3298 T_0000096119 F - - - - bonafide bonafide -
T_0170 T_0000024795 F - - - - bonafide bonafide -
T_1799 T_0000134623 M - - - AC3 A04 spoof -
T_3027 T_0000057061 F - - - - bonafide bonafide -
T_2263 T_0000083603 F - - - AC3 A05 spoof -
T_3714 T_0000044151 F - - - AC2 A01 spoof -
T_1307 T_0000172566 M - - - AC2 A01 spoof -
T_2563 T_0000182179 F - - - AC2 A01 spoof -
T_5029 T_0000036324 M - - - - bonafide bonafide -
T_5232 T_0000084571 M - - - - bonafide bonafide -
T_0282 T_0000030990 F - - - - bonafide bonafide -
T_1971 T_0000079826 M - - - AC3 A02 spoof -
T_4362 T_0000029820 M - - - - bonafide bonafide -
T_3702 T_0000142060 M - - - - bonafide bonafide -
T_4618 T_0000087559 F - - - - bonafide bonafide -
T_4125 T_0000170319 F - - - AC3 A01 spoof -
T_1976 T_0000134184 F - - - - bonafide bonafide -
T_4787 T_0000171711 F - - - AC3 A02 spoof -
T_4467 T_0000123627 F - - - - bonafide bonafide -
T_2630 T_0000154123 F - - - - bonafide bonafide -
T_3801 T_0000169841 F - - - AC2 A07 spoof -
T_2840 T_0000021783 F - - - - bonafide bonafide -
T_1074 T_0000079376 F - - - - bonafide bonafide -
T_0101 T_0000151745 F - - - - bonafide bonafide -
T_4175 T_0000144731 M - - - - bonafide bonafide -
T_2169 T_0000071484 M - - - AC2 A05 spoof -
T_0621 T_0000018445 F - - - AC2 A03 spoof -
T_0282 T_0000098338 F - - - - bonafide bonafide -
T_0622 T_0000101499 F - - - AC2 A06 spoof -
T_2498 T_0000176456 M - - - AC3 A04 spoof -
T_4175 T_0000027469 M - - - - bonafide bonafide -
T_4277 T_0000085242 F - - - AC3 A07 spoof -
T_2201 T_0000119005 F - - - AC2 A08 spoof -
T_1307 T_0000145780 M - - - - bonafide bonafide -
T_5224 T_0000024064 M - - - - bonafide bonafide -
T_4022 T_0000038975 F - - - AC2 A03 spoof -
T_4346 T_0000049816 F - - - AC3 A03 spoof -
T_2429 T_0000065206 M - - - - bonafide bonafide -
T_1659 T_0000164238 M - - - AC2 A07 spoof -
T_2742 T_0000166511 F - - - - bonafide bonafide -
T_0673 T_0000087038 M - - - AC3 A03 spoof -
T_2455 T_0000062784 F - - - AC3 A04 spoof -
T_5401 T_0000044508 F - - - - bonafide bonafide -
T_1723 T_0000053640 M - - - AC3 A05 spoof -
T_0498 T_0000082579 F - - - - bonafide bonafide -
T_2150 T_0000024444 M - - - AC2 A08 spoof -
T_0529 T_0000043800 F - - - AC2 A08 spoof -
T_1159 T_0000142005 F - - - AC3 A03 spoof -
T_3455 T_0000092222 F - - - AC2 A01 spoof -
T_1007 T_0000162922 F - - - AC2 A01 spoof -
T_2827 T_0000080064 F - - - - bonafide bonafide -
T_1726 T_0000163806 F - - - - bonafide bonafide -
T_0668 T_0000105140 F - - - AC2 A03 spoof -
T_0012 T_0000088819 M - - - - bonafide bonafide -
T_2905 T_0000050255 F - - - AC2 A05 spoof -
T_3683 T_0000008003 F - - - - bonafide bonafide -
T_1759 T_0000090099 F - - - AC2 A08 spoof -
T_0291 T_0000062597 M - - - AC3 A02 spoof -
T_2351 T_0000100114 M - - - - bonafide bonafide -
T_1598 T_0000174853 F - - - - bonafide bonafide -
T_3269 T_0000160318 M - - - - bonafide bonafide -
T_3583 T_0000062962 F - - - AC2 A01 spoof -
T_1947 T_0000155520 F - - - AC2 A01 spoof -
T_1737 T_0000164186 F - - - AC2 A06 spoof -
T_4859 T_0000039275 M - - - AC2 A02 spoof -
T_0634 T_0000070466 M - - - - bonafide bonafide -
T_4463 T_0000089816 M - - - AC3 A08 spoof -
T_3181 T_0000161826 F - - - - bonafide bonafide -
T_5439 T_0000144433 M - - - - bonafide bonafide -
T_1307 T_0000163612 M - - - AC2 A05 spoof -
T_5453 T_0000052569 F - - - - bonafide bonafide -
T_2077 T_0000048058 M - - - AC2 A01 spoof -
T_4447 T_0000106692 M - - - - bonafide bonafide -
T_1147 T_0000166697 M - - - AC2 A01 spoof -
T_1529 T_0000060406 M - - - - bonafide bonafide -
T_3307 T_0000049767 F - - - - bonafide bonafide -
T_2879 T_0000163655 F - - - - bonafide bonafide -
T_1659 T_0000013148 M - - - AC2 A04 spoof -
T_1726 T_0000122562 F - - - AC3 A06 spoof -
T_0316 T_0000038471 M - - - AC2 A07 spoof -
T_2278 T_0000010057 M - - - - bonafide bonafide -
T_1753 T_0000129714 M - - - - bonafide bonafide -
T_5331 T_0000167812 F - - - AC2 A03 spoof -
T_3342 T_0000174476 M - - - AC3 A05 spoof -
T_5033 T_0000175840 M - - - AC2 A08 spoof -
T_4996 T_0000071494 F - - - AC3 A04 spoof -
T_4074 T_0000167834 F - - - - bonafide bonafide -
T_4286 T_0000069156 F - - - - bonafide bonafide -
T_1345 T_0000157289 M - - - AC3 A01 spoof -
T_5352 T_0000140258 F - - - AC3 A03 spoof -
T_0676 T_0000119530 M - - - - bonafide bonafide -
T_0938 T_0000159143 M - - - AC3 A07 spoof -
T_0023 T_0000056011 F - - - - bonafide bonafide -
T_4731 T_0000028843 F - - - AC3 A08 spoof -
T_0027 T_0000103663 F - - - AC3 A01 spoof -
T_3307 T_0000007321 F - - - AC2 A06 spoof -
T_3093 T_0000151088 F - - - AC2 A04 spoof -
T_3091 T_0000178653 M - - - - bonafide bonafide -
T_2468 T_0000141851 M - - - - bonafide bonafide -
T_1308 T_0000108236 F - - - - bonafide bonafide -
T_1598 T_0000073842 F - - - AC2 A05 spoof -
T_1539 T_0000086144 F - - - - bonafide bonafide -
T_3903 T_0000052578 F - - - - bonafide bonafide -
T_3217 T_0000138680 F - - - AC3 A02 spoof -
T_2077 T_0000174231 M - - - AC3 A03 spoof -
T_4850 T_0000003315 F - - - AC2 A03 spoof -
T_4618 T_0000137426 F - - - - bonafide bonafide -
T_4022 T_0000108336 F - - - - bonafide bonafide -
T_5104 T_0000029791 M - - - AC2 A02 spoof -
T_4277 T_0000124090 F - - - - bonafide bonafide -
T_2429 T_0000111567 M - - - - bonafide bonafide -
T_1905 T_0000048063 M - - - - bonafide bonafide -
T_4018 T_0000171126 F - - - AC2 A08 spoof -
T_4102 T_0000088588 M - - - AC2 A02 spoof -
T_2413 T_0000115359 F - - - AC2 A01 spoof -
T_3342 T_0000083426 M - - - AC2 A06 spoof -
T_4102 T_0000109165 M - - - AC2 A08 spoof -
T_2406 T_0000182163 M - - - AC3 A07 spoof -
T_1567 T_0000142439 F - - - - bonafide bonafide -
T_1904 T_0000022495 M - - - AC3 A06 spoof -
T_4074 T_0000013605 F - - - AC2 A06 spoof -
T_2406 T_0000125489 M - - - - bonafide bonafide -
T_3392 T_0000027707 F - - - - bonafide bonafide -
T_2472 T_0000135148 F - - - AC2 A03 spoof -
T_0267 T_0000130390 M - - - - bonafide bonafide -
T_0934 T_0000161446 M - - - - bonafide bonafide -
T_1570 T_0000156059 M - - - - bonafide bonafide -
T_1428 T_0000017916 F - - - - bonafide bonafide -
T_3543 T_0000103023 M - - - - bonafide bonafide -
T_3688 T_0000145465 M - - - - bonafide bonafide -
T_0497 T_0000085294 M - - - - bonafide bonafide -
T_2630 T_0000005023 F - - - - bonafide bonafide -
T_1356 T_0000037706 F - - - AC2 A02 spoof -
T_0571 T_0000109113 M - - - - bonafide bonafide -
T_5389 T_0000061875 F - - - - bonafide bonafide -
T_2455 T_0000041282 F - - - AC2 A08 spoof -
T_4049 T_0000034146 M - - - - bonafide bonafide -
T_1645 T_0000078861 F - - - - bonafide bonafide -
T_3801 T_0000098469 F - - - AC3 A04 spoof -
T_1462 T_0000096789 F - - - - bonafide bonafide -
T_5453 T_0000089388 F - - - AC2 A03 spoof -
T_3106 T_0000006090 F - - - - bonafide bonafide -
T_5104 T_0000066155 M - - - AC3 A01 spoof -
T_4701 T_0000064810 F - - - - bonafide bonafide -
T_0881 T_0000069471 M - - - - bonafide bonafide -
T_5104 T_0000137009 M - - - - bonafide bonafide -
T_1356 T_0000078895 F - - - AC3 A02 spoof -
T_2351 T_0000137642 M - - - AC2 A08 spoof -
T_4467 T_0000134688 F - - - - bonafide bonafide -
T_3458 T_0000176935 M - - - - bonafide bonafide -
T_1567 T_0000116797 F - - - AC3 A08 spoof -
T_0764 T_0000129908 M - - - - bonafide bonafide -
T_4121 T_0000031249 F - - - AC2 A08 spoof -
T_1433 T_0000121935 M - - - - bonafide bonafide -
T_1408 T_0000080479 M - - - AC2 A07 spoof -
T_3567 T_0000155855 F - - - - bonafide bonafide -
T_5029 T_0000033966 M - - - - bonafide bonafide -
T_5455 T_0000132927 M - - - - bonafide bonafide -
T_0712 T_0000013574 M - - - AC3 A03 spoof -
T_4125 T_0000088953 F - - - AC3 A02 spoof -
T_2386 T_0000156197 M - - - - bonafide bonafide -
T_2865 T_0000132411 M - - - AC3 A03 spoof -
T_1592 T_0000135919 F - - - - bonafide bonafide -
T_1590 T_0000086264 F - - - AC3 A06 spoof -
T_2845 T_0000159349 F - - - AC2 A07 spoof -
T_0668 T_0000103946 F - - - - bonafide bonafide -
T_2201 T_0000156169 F - - - - bonafide bonafide -
T_1592 T_0000001250 F - - - - bonafide bonafide -
T_2498 T_0000169300 M - - - AC2 A03 spoof -
T_1731 T_0000002500 F - - - AC3 A03 spoof -
T_2527 T_0000010475 M - - - AC2 A01 spoof -
T_0213 T_0000133622 F - - - AC3 A05 spoof -
T_4059 T_0000111834 M - - - - bonafide bonafide -
T_3455 T_0000077483 F - - - AC3 A06 spoof -
T_2216 T_0000006557 F - - - - bonafide bonafide -
T_2801 T_0000144723 M - - - - bonafide bonafide -
T_0854 T_0000109275 F - - - - bonafide bonafide -
T_2537 T_0000080571 F - - - AC3 A02 spoof -
T_2984 T_0000181110 F - - - - bonafide bonafide -
T_3714 T_0000024752 F - - - - bonafide bonafide -
T_2182 T_0000045260 M - - - - bonafide bonafide -
T_3269 T_0000055932 M - - - AC2 A01 spoof -
T_0020 T_0000061238 M - - - AC2 A03 spoof -
T_5232 T_0000182169 M - - - AC3 A07 spoof -
T_0589 T_0000096074 F - - - - bonafide bonafide -
T_1606 T_0000143661 F - - - - bonafide bonafide -
T_4850 T_0000030229 F - - - AC3 A08 spoof -
T_1961 T_0000124625 F - - - AC3 A07 spoof -
T_1365 T_0000156332 F - - - - bonafide bonafide -
T_3093 T_0000092781 F - - - - bonafide bonafide -
T_1645 T_0000131382 F - - - AC2 A08 spoof -
T_0854 T_0000066384 F - - - AC2 A06 spoof -
T_0524 T_0000075995 M - - - - bonafide bonafide -
T_1304 T_0000146504 M - - - AC3 A06 spoof -
T_4018 T_0000073804 F - - - - bonafide bonafide -
T_2324 T_0000072391 F - - - AC2 A02 spoof -
T_0440 T_0000165984 F - - - AC2 A08 spoof -
T_1159 T_0000055155 F - - - AC3 A08 spoof -
T_0393 T_0000094014 F - - - - bonafide bonafide -
T_1905 T_0000152336 M - - - AC3 A04 spoof -
T_4011 T_0000008427 M - - - AC2 A08 spoof -
T_2413 T_0000118267 F - - - AC2 A06 spoof -
T_2263 T_0000146473 F - - - - bonafide bonafide -
T_1872 T_0000139858 M - - - - bonafide bonafide -
T_4074 T_0000132130 F - - - AC2 A04 spoof -
T_3288 T_0000045511 M - - - - bonafide bonafide -
T_0393 T_0000026099 F - - - AC3 A07 spoof -
T_2101 T_0000050849 F - - - AC3 A01 spoof -
T_1783 T_0000065657 F - - - - bonafide bonafide -
T_3106 T_0000060933 F - - - - bonafide bonafide -
T_2193 T_0000146518 F - - - AC2 A05 spoof -
T_1936 T_0000127409 M - - - - bonafide bonafide -
T_2468 T_0000013071 M - - - - bonafide bonafide -
T_0609 T_0000017368 M - - - AC2 A02 spoof -
T_0046 T_0000023317 F - - - - bonafide bonafide -
T_3196 T_0000129996 F - - - AC2 A03 spoof -
T_4286 T_0000010953 F - - - AC2 A04 spoof -
T_1660 T_0000087410 M - - - AC3 A01 spoof -
T_3828 T_0000176076 M - - - AC2 A08 spoof -
T_0291 T_0000042051 M - - - - bonafide bonafide -
T_3771 T_0000075664 M - - - - bonafide bonafide -
T_1660 T_0000114632 M - - - - bonafide bonafide -
T_3236 T_0000021707 M - - - - bonafide bonafide -
T_3734 T_0000125125 F - - - AC2 A07 spoof -
T_2537 T_0000147429 F - - - AC3 A03 spoof -
T_0291 T_0000018332 M - - - AC3 A03 spoof -
T_1902 T_0000026105 M - - - AC3 A05 spoof -
T_1753 T_0000111519 M - - - - bonafide bonafide -
T_3850 T_0000162030 M - - - - bonafide bonafide -
T_2416 T_0000174184 F - - - - bonafide bonafide -
T_4486 T_0000017594 F - - - - bonafide bonafide -
T_3217 T_0000148436 F - - - AC2 A02 spoof -
T_1441 T_0000002731 M - - - AC2 A05 spoof -
T_0524 T_0000162876 M - - - AC3 A06 spoof -
T_4184 T_0000059522 F - - - AC3 A03 spoof -
T_1365 T_0000046877 F - - - AC3 A06 spoof -
T_1183 T_0000149228 M - - - - bonafide bonafide -
T_5053 T_0000162480 M - - - - bonafide bonafide -
T_1539 T_0000167672 F - - - - bonafide bonafide -
T_1799 T_0000016413 M - - - AC3 A08 spoof -
T_2563 T_0000073003 F - - - - bonafide bonafide -
T_2386 T_0000141235 M - - - AC3 A08 spoof -
T_3850 T_0000158097 M - - - AC2 A01 spoof -
T_1902 T_0000170555 M - - - - bonafide bonafide -
T_1723 T_0000089153 M - - - AC2 A03 spoof -
T_4053 T_0000033295 M - - - - bonafide bonafide -
T_2193 T_0000161482 F - - - - bonafide bonafide -
T_0440 T_0000126935 F - - - - bonafide bonafide -
T_3883 T_0000100832 M - - - AC2 A05 spoof -
T_4075 T_0000091004 M - - - - bonafide bonafide -
T_2588 T_0000140345 F - - - - bonafide bonafide -
T_5455 T_0000131776 M - - - AC2 A05 spoof -
T_5164 T_0000039399 M - - - AC2 A02 spoof -
T_0217 T_0000123045 M - - - - bonafide bonafide -
T_3850 T_0000029664 M - - - AC2 A03 spoof -
T_3702 T_0000172523 M - - - - bonafide bonafide -
T_5033 T_0000035923 M - - - - bonafide bonafide -
T_2742 T_0000046549 F - - - AC2 A06 spoof -
T_3196 T_0000180158 F - - - AC2 A04 spoof -
T_3583 T_0000098283 F - - - AC3 A08 spoof -
T_4018 T_0000101248 F - - - - bonafide bonafide -
T_1869 T_0000076544 F - - - - bonafide bonafide -
T_1711 T_0000067928 M - - - AC3 A02 spoof -
T_2527 T_0000130863 M - - - AC3 A06 spoof -
T_4018 T_0000003372 F - - - - bonafide bonafide -
T_3936 T_0000128300 F - - - - bonafide bonafide -
T_1766 T_0000000298 F - - - AC2 A07 spoof -
T_3703 T_0000040911 F - - - AC3 A02 spoof -
T_0636 T_0000066418 M - - - - bonafide bonafide -
T_4104 T_0000144934 M - - - - bonafide bonafide -
T_1307 T_0000128379 M - - - AC2 A06 spoof -
T_2397 T_0000092216 F - - - AC2 A04 spoof -
T_3828 T_0000081089 M - - - AC3 A06 spoof -
T_2890 T_0000030248 F - - - AC3 A08 spoof -
T_3455 T_0000077125 F - - - AC3 A03 spoof -
T_4305 T_0000162991 M - - - AC2 A02 spoof -
T_4305 T_0000124525 M - - - - bonafide bonafide -
T_3002 T_0000028536 M - - - - bonafide bonafide -
T_1100 T_0000161109 F - - - - bonafide bonafide -
T_3782 T_0000050871 F - - - AC2 A07 spoof -
T_0676 T_0000070694 M - - - - bonafide bonafide -
T_2472 T_0000176540 F - - - - bonafide bonafide -
T_5053 T_0000077300 M - - - - bonafide bonafide -
T_2131 T_0000044015 F - - - - bonafide bonafide -
T_3583 T_0000127702 F - - - AC2 A06 spoof -
T_1117 T_0000170455 M - - - - bonafide bonafide -
T_1074 T_0000078325 F - - - AC2 A05 spoof -
T_1860 T_0000168110 F - - - AC2 A03 spoof -
T_2588 T_0000157941 F - - - - bonafide bonafide -
T_0217 T_0000098871 M - - - - bonafide bonafide -
T_3027 T_0000163871 F - - - AC2 A01 spoof -
T_2195 T_0000007222 M - - - AC3 A05 spoof -
T_2176 T_0000019823 F - - - AC2 A01 spoof -
T_4738 T_0000072516 M - - - - bonafide bonafide -
T_4362 T_0000024101 M - - - AC2 A02 spoof -
T_3801 T_0000063515 F - - - - bonafide bonafide -
T_5284 T_0000011920 F - - - AC2 A03 spoof -
T_0091 T_0000158774 F - - - AC2 A07 spoof -
T_3688 T_0000130280 M - - - AC3 A08 spoof -
T_5053 T_0000141224 M - - - AC3 A07 spoof -
T_1539 T_0000043322 F - - - AC2 A03 spoof -
T_0329 T_0000134227 M - - - - bonafide bonafide -
T_2263 T_0000022209 F - - - - bonafide bonafide -
T_5184 T_0000020729 M - - - - bonafide bonafide -
T_4279 T_0000115594 M - - - - bonafide bonafide -
T_4166 T_0000176303 M - - - AC2 A08 spoof -
T_3758 T_0000129428 M - - - - bonafide bonafide -
T_5104 T_0000135483 M - - - AC3 A08 spoof -
T_3217 T_0000063657 F - - - - bonafide bonafide -
T_4125 T_0000134218 F - - - AC3 A04 spoof -
T_2640 T_0000064030 F - - - AC2 A02 spoof -
T_0291 T_0000176009 M - - - AC3 A04 spoof -
T_2176 T_0000095569 F - - - AC2 A03 spoof -
T_0039 T_0000024447 F - - - AC2 A03 spoof -
T_5361 T_0000139011 M - - - - bonafide bonafide -
T_0975 T_0000073637 M - - - - bonafide bonafide -
T_1600 T_0000004348 M - - - - bonafide bonafide -
T_4286 T_0000110018 F - - - - bonafide bonafide -
T_4286 T_0000026412 F - - - AC3 A01 spoof -
T_1976 T_0000012707 F - - - - bonafide bonafide -
T_4192 T_0000065497 F - - - AC2 A04 spoof -
T_3912 T_0000112104 F - - - - bonafide bonafide -
T_4598 T_0000035281 M - - - - bonafide bonafide -
T_1753 T_0000103111 M - - - - bonafide bonafide -
T_0331 T_0000131999 M - - - AC3 A02 spoof -
T_3758 T_0000078970 M - - - - bonafide bonafide -
T_5232 T_0000104531 M - - - - bonafide bonafide -
T_4587 T_0000177697 F - - - AC3 A08 spoof -
T_4311 T_0000081883 M - - - AC2 A07 spoof -
T_0610 T_0000148308 M - - - AC2 A03 spoof -
T_4104 T_0000123330 M - - - - bonafide bonafide -
T_2578 T_0000065049 F - - - AC3 A01 spoof -
T_1936 T_0000114318 M - - - AC2 A07 spoof -
T_4075 T_0000091598 M - - - - bonafide bonafide -
T_0326 T_0000102847 M - - - AC2 A01 spoof -
T_4913 T_0000163905 M - - - - bonafide bonafide -
T_4537 T_0000098842 M - - - AC2 A05 spoof -
T_4264 T_0000166012 M - - - AC3 A04 spoof -
T_3583 T_0000056968 F - - - - bonafide bonafide -
T_4184 T_0000177726 F - - - - bonafide bonafide -
T_1159 T_0000163290 F - - - AC3 A07 spoof -
T_0796 T_0000072683 F - - - - bonafide bonafide -
T_3392 T_0000060961 F - - - AC3 A07 spoof -
T_2416 T_0000057945 F - - - AC2 A03 spoof -
T_4306 T_0000125908 M - - - AC3 A08 spoof -
T_3801 T_0000157778 F - - - - bonafide bonafide -
T_1074 T_0000014182 F - - - AC2 A01 spoof -
T_3106 T_0000057777 F - - - AC3 A04 spoof -
T_3758 T_0000014439 M - - - AC3 A02 spoof -
T_5257 T_0000095522 M - - - AC2 A04 spoof -
T_4126 T_0000007621 F - - - - bonafide bonafide -
T_2537 T_0000048451 F - - - - bonafide bonafide -
T_4463 T_0000084944 M - - - - bonafide bonafide -
T_1766 T_0000042045 F - - - AC2 A07 spoof -
T_4121 T_0000125377 F - - - - bonafide bonafide -
T_1939 T_0000027751 M - - - AC2 A06 spoof -
T_1308 T_0000020116 F - - - AC2 A05 spoof -
T_2131 T_0000061552 F - - - - bonafide bonafide -
T_5053 T_0000103589 M - - - - bonafide bonafide -
T_5207 T_0000095772 M - - - - bonafide bonafide -
T_2131 T_0000050371 F - - - AC2 A04 spoof -
T_3189 T_0000004404 F - - - AC3 A08 spoof -
T_1265 T_0000172184 M - - - AC3 A02 spoof -
T_5432 T_0000156312 F - - - AC2 A05 spoof -
T_2791 T_0000149864 F - - - AC2 A03 spoof -
T_3091 T_0000007129 M - - - AC3 A05 spoof -
T_1600 T_0000153667 M - - - AC2 A02 spoof -
T_1032 T_0000019341 F - - - - bonafide bonafide -
T_1860 T_0000132468 F - - - - bonafide bonafide -
T_4306 T_0000124826 M - - - - bonafide bonafide -
T_0218 T_0000038354 F - - - AC2 A05 spoof -
T_2195 T_0000150273 M - - - - bonafide bonafide -
T_2416 T_0000004237 F - - - AC3 A07 spoof -
T_2990 T_0000181857 M - - - AC2 A07 spoof -
T_5257 T_0000007527 M - - - AC3 A08 spoof -
T_4192 T_0000030184 F - - - - bonafide bonafide -
T_2216 T_0000127357 F - - - - bonafide bonafide -
T_3819 T_0000032610 M - - - - bonafide bonafide -
T_4362 T_0000070741 M - - - AC2 A08 spoof -
T_4410 T_0000019748 F - - - - bonafide bonafide -
T_2780 T_0000008296 F - - - AC2 A05 spoof -
T_0411 T_0000037486 F - - - AC3 A02 spoof -
T_0498 T_0000057178 F - - - AC3 A08 spoof -
T_0609 T_0000160889 M - - - AC2 A04 spoof -
T_0499 T_0000034557 F - - - - bonafide bonafide -
T_1613 T_0000010884 M - - - - bonafide bonafide -
T_5023 T_0000100904 M - - - AC3 A05 spoof -
T_3093 T_0000140623 F - - - - bonafide bonafide -
T_1408 T_0000132132 M - - - - bonafide bonafide -
T_1947 T_0000139554 F - - - AC2 A08 spoof -
T_3405 T_0000065680 F - - - - bonafide bonafide -
T_3454 T_0000003663 F - - - AC3 A02 spoof -
T_3683 T_0000025945 F - - - AC3 A02 spoof -
T_1971 T_0000073938 M - - - - bonafide bonafide -
T_4049 T_0000081948 M - - - AC2 A05 spoof -
T_4731 T_0000115868 F - - - AC2 A08 spoof -
T_4166 T_0000053832 M - - - - bonafide bonafide -
T_2780 T_0000148539 F - - - - bonafide bonafide -
T_4639 T_0000116035 F - - - - bonafide bonafide -
T_2626 T_0000054757 F - - - - bonafide bonafide -
T_2498 T_0000029938 M - - - AC3 A07 spoof -
T_2527 T_0000012476 M - - - AC2 A02 spoof -
T_4279 T_0000023069 M - - - - bonafide bonafide -
T_1032 T_0000087985 F - - - AC2 A05 spoof -
T_3269 T_0000008988 M - - - AC3 A02 spoof -
T_2397 T_0000161495 F - - - AC2 A06 spoof -
T_5119 T_0000161005 M - - - AC3 A02 spoof -
T_2588 T_0000178251 F - - - - bonafide bonafide -
T_2320 T_0000030769 F - - - AC3 A02 spoof -
T_2890 T_0000165287 F - - - - bonafide bonafide -
T_1128 T_0000029399 M - - - - bonafide bonafide -
T_1860 T_0000177869 F - - - - bonafide bonafide -
T_2101 T_0000135707 F - - - AC2 A06 spoof -
T_1659 T_0000140504 M - - - - bonafide bonafide -
T_4286 T_0000083355 F - - - AC2 A06 spoof -
T_1032 T_0000168059 F - - - AC2 A08 spoof -
T_2840 T_0000002554 F - - - - bonafide bonafide -
T_4766 T_0000074811 M - - - AC3 A02 spoof -
T_3850 T_0000002227 M - - - - bonafide bonafide -
T_1659 T_0000116951 M - - - - bonafide bonafide -
T_0664 T_0000087154 M - - - - bonafide bonafide -
T_2193 T_0000047530 F - - - AC2 A03 spoof -
T_2324 T_0000006763 F - - - - bonafide bonafide -
T_4537 T_0000146000 M - - - AC2 A03 spoof -
T_3455 T_0000003253 F - - - AC2 A02 spoof -
T_3816 T_0000178646 F - - - AC3 A01 spoof -
T_3702 T_0000133978 M - - - AC3 A06 spoof -
T_1660 T_0000034106 M - - - AC3 A04 spoof -
T_0524 T_0000108100 M - - - - bonafide bonafide -
T_3996 T_0000116136 F - - - AC3 A06 spoof -
T_0796 T_0000083307 F - - - - bonafide bonafide -
T_5003 T_0000081130 M - - - - bonafide bonafide -
T_5053 T_0000057600 M - - - - bonafide bonafide -
T_4701 T_0000050698 F - - - AC2 A08 spoof -
T_3455 T_0000002839 F - - - AC3 A01 spoof -
T_5451 T_0000050107 F - - - AC3 A08 spoof -
T_4816 T_0000050947 F - - - - bonafide bonafide -
T_1799 T_0000138253 M - - - - bonafide bonafide -
T_4305 T_0000074019 M - - - - bonafide bonafide -
T_4463 T_0000000127 M - - - - bonafide bonafide -
T_3801 T_0000178085 F - - - - bonafide bonafide -
T_0440 T_0000125341 F - - - - bonafide bonafide -
T_4059 T_0000008956 M - - - - bonafide bonafide -
T_3307 T_0000153650 F - - - AC2 A03 spoof -
T_2201 T_0000153694 F - - - - bonafide bonafide -
T_3181 T_0000105354 F - - - AC2 A08 spoof -
T_4684 T_0000078553 M - - - - bonafide bonafide -
T_2193 T_0000095372 F - - - AC2 A03 spoof -
T_2098 T_0000052117 M - - - AC2 A05 spoof -
T_4306 T_0000033777 M - - - AC2 A05 spoof -
T_4362 T_0000131021 M - - - AC2 A07 spoof -
T_1971 T_0000100080 M - - - AC3 A04 spoof -
T_4587 T_0000121562 F - - - AC2 A08 spoof -
T_0554 T_0000164056 M - - - - bonafide bonafide -
T_1976 T_0000052287 F - - - AC2 A07 spoof -
T_2284 T_0000065543 F - - - - bonafide bonafide -
T_1660 T_0000109667 M - - - - bonafide bonafide -
T_2455 T_0000022228 F - - - AC2 A01 spoof -
T_2195 T_0000167695 M - - - - bonafide bonafide -
T_2351 T_0000164482 M - - - AC3 A03 spoof -
T_1771 T_0000127714 F - - - - bonafide bonafide -
T_0313 T_0000067358 M - - - AC3 A08 spoof -
